brand,model,price,description,category,country,source,sourceType,url
JBL,,10 990 Ft,"JBL GO 2 Hordozható bluetooth hangszóró, Menta színű",tv-audio-video,Hungary,Euronics (Hungary),online,https://euronics.hu/termekek/jbl-go-2-hordozhato-bluetooth-hangszoro-menta-szinu/p/221994
LG,55UK6500MLA,164 999 Ft,LG 55UK6500MLA 4K Ultra HD Smart LED Tv,tv-audio-video,Hungary,Euronics (Hungary),online,https://euronics.hu/termekek/lg-55uk6500mla-4k-ultra-hd-smart-led-tv/p/221132
LG,55UK6400PLF,179 999 Ft,LG 55UK6400PLF 4K Ultra HD Smart LED Tv,tv-audio-video,Hungary,Euronics (Hungary),online,https://euronics.hu/termekek/lg-55uk6400plf-4k-ultra-hd-smart-led-tv/p/221130
JBL,GO+,11 999 Ft,"JBL GO+ Hordozható bluetooth hangszóró, Piros",tv-audio-video,Hungary,Euronics (Hungary),online,https://euronics.hu/termekek/jbl-go-hordozhato-bluetooth-hangszoro-piros/p/220313
ORI,PIF24-FHD,59 999 Ft,ORI PIF24-FHD,tv-audio-video,Hungary,Euronics (Hungary),online,https://euronics.hu/termekek/ori-pif24-fhd/p/222330
LG,49UJ6307,254 999 Ft,LG 49UJ6307 4K Ultra HD Smart LED Tv,tv-audio-video,Hungary,Euronics (Hungary),online,https://euronics.hu/termekek/lg-49uj6307-4k-ultra-hd-smart-led-tv/p/211770
König,PSUP-GSMCAR03,1 899 Ft,König PSUP-GSMCAR03 Nokia Autós töltő,tv-audio-video,Hungary,Euronics (Hungary),online,https://euronics.hu/termekek/konig-psup-gsmcar03-nokia-autos-tolto/p/161912
König,P.SUP.USB205,2 499 Ft,König P.SUP.USB205 Autós USB Adapter,tv-audio-video,Hungary,Euronics (Hungary),online,https://euronics.hu/termekek/konig-p-sup-usb205-autos-usb-adapter/p/161908
JBL,XTREME,59 999 Ft,"JBL XTREME Cseppálló Bluetooth Hangszóró, Piros",tv-audio-video,Hungary,Euronics (Hungary),online,https://euronics.hu/termekek/jbl-xtreme-cseppallo-bluetooth-hangszoro-piros/p/211403
Hama,104830,2 199 Ft,Hama 104830 Autós töltő micro USB,tv-audio-video,Hungary,Euronics (Hungary),online,https://euronics.hu/termekek/hama-104830-autos-tolto-micro-usb/p/150261
