brand,model,price,description,category,country,source,sourceType,url
"Nokia                        
                            MEDIATEK",1,"1,199LE","Nokia 1 Dual Sim, 8GB, 4G LTE - Red",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/nokia-1-dual-sim-8gb-4g-lte-red.html
Infinix,Hot 6 X606,"2,179LE","Infinix Hot 6 X606 Dual Sim, 16GB, 3G - Gold",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/infinix-hot-6-x606-dual-sim-16gb-3g-gold.html
Tecno,SPARK 2 KA70,"2,099LE","Tecno SPARK 2 KA70 Dual Sim, 16GB, 3G - Gold",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/tecno-spark-2-ka70-dual-sim-16gb-3g-gold.html
"Apple                        
                            Apple",iPhone SE,"5,888LE","Apple iPhone SE, 32GB, 4G LTE - Space Grey",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/apple-iphone-se-32gb-4g-lte-space-grey.html
"Apple                        
                            Apple",iPhone SE,"5,888LE","Apple iPhone SE, 32GB, 4G LTE - Rose Gold",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/apple-iphone-se-32gb-4g-lte-rose-gold.html
"Xiaomi                         
                            Qualcomm",Redmi S2,"3,777LE","Xiaomi Redmi S2 Dual Sim, 64GB, 4G LTE - Gold",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/xiaomi-redmi-s2-dual-sim-64gb-4g-lte-gold.html
"Oppo                        
                            MEDIATEK",F9,"5,790LE","OPPO F9 Dual Sim, 64GB, 4G LTE - Starry Purple",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/oppo-f9-dual-sim-64gb-4g-lte-starry-purple.html
"Oppo                        
                            MEDIATEK",F9,"5,790LE","OPPO F9 Dual Sim, 64GB, 4G LTE - Sunrise Red",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/oppo-f9-dual-sim-64gb-4g-lte-sunrise-red.html
Infinix,Hot 6 X606,"2,179LE","Infinix Hot 6 X606 Dual Sim, 16GB, 3G - Red",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/infinix-hot-6-x606-dual-sim-16gb-3g-red.html
"Oppo                        
                            MEDIATEK",F9,"5,790LE","OPPO F9 Dual Sim, 64GB, 4G LTE - Twilight Blue",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/oppo-f9-dual-sim-64gb-4g-lte-twilight-blue.html
"LAVA                        
                            MEDIATEK",Z61,"1,649LE","Lava Z61 Dual Sim, 16GB, 4G LTE - Gold",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/lava-z61-dual-sim-16gb-4g-lte-gold.html
Infinix,Hot 6 X606,"2,179LE","Infinix Hot 6 X606 Dual Sim, 16GB, 3G - Blue",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/infinix-hot-6-x606-dual-sim-16gb-3g-blue.html
Infinix,Hot 6 X606,"2,179LE","Infinix Hot 6 X606 Dual Sim, 16GB, 3G - Black",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/infinix-hot-6-x606-dual-sim-16gb-3g-black.html
"Infinix                        
                            MEDIATEK",Smart 2 Pro X5514D,"1,888LE","Infinix Smart 2 Pro X5514D Dual Sim, 16GB, 4G LTE - Gold",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/infinix-smart-2-pro-x5514d-dual-sim-16gb-4g-lte-gold.html
"Infinix                        
                            MEDIATEK",Smart 2 Pro X5514D,"1,888LE","Infinix Smart 2 Pro X5514D Dual Sim, 16GB, 4G LTE - Red",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/infinix-smart-x5514d-16gb-red.html
Infinix,Zero 5 X603,"4,199LE","Infinix Zero 5 X603 Dual Sim, 64GB, 4G LTE - Gold",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/infinix-zero-5-x603-dual-sim-64gb-4g-lte-gold.html
"Infinix                        
                            MEDIATEK",Smart 2 Pro X5514D,"1,888LE","Infinix Smart 2 Pro X5514D Dual Sim, 16GB, 4G LTE - Black",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/infinix-smart-2-pro-x5514d-dual-sim-16gb-4g-lte-black.html
"Apple                        
                            Apple",iPhone 8,"18,299LE","Apple iPhone 8, 256 GB, 4G LTE - Red",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/apple-iphone-8-256-gb-4g-lte-red.html
"Honor                        
                            HISILICON",10 COL-L29,"6,999LE","Honor 10 COL-L29 Dual Sim, 128GB, 4G LTE - Phantom Blue",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/honor-10-col-l29-dual-sim-128gb-4g-lte-phantom-blue.html
"Honor                        
                            Qualcomm",7C LND-L29,"2,999LE","Honor 7C LND-L29 Dual Sim, 32GB, 4G LTE - Gold",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/honor-7c-lnd-l29-dual-sim-32gb-4g-lte-gold.html
"LAVA                        
                            MEDIATEK",Z61,"1,649LE","Lava Z61 Dual Sim, 16GB, 4G LTE - Black",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/lava-z61-dual-sim-16gb-4g-lte-black.html
"Huawei                        
                            HISILICON",Nova 3,"7,999LE","Huawei Nova 3 Dual Sim, 128GB, 4G LTE - Purple",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/huawei-nova-3-dual-sim-128gb-4g-lte-purple.html
"Huawei                        
                            HISILICON",Nova 3,"7,999LE","Huawei Nova 3 Dual Sim, 128GB, 4G LTE - Blue",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/huawei-nova-3-dual-sim-128gb-4g-lte-blue.html
"Huawei                        
                            HISILICON",Nova 3,"7,999LE","Huawei Nova 3 Dual Sim, 128GB, 4G LTE - Black",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/huawei-nova-3-dual-sim-128gb-4g-lte-black.html
"Oppo                        
                            Qualcomm",Find X,"16,990LE","OPPO Find X Dual Sim, 256GB, 4G LTE - Bordeaux Red (Pre-Order)",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/oppo-find-x-dual-sim-256gb-4g-lte-bordeaux-red.html
"Oppo                        
                            Qualcomm",Find X,"16,990LE","OPPO Find X Dual Sim, 256GB, 4G LTE - Glacier Blue (Pre-Order)",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/oppo-find-x-dual-sim-256gb-4g-lte-glacier-blue.html
"Honor                        
                            HISILICON",9 Lite,"3,666LE","Honor 9 Lite Dual Sim, 32GB, 4G LTE - Blue",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/honor-9-lite-dual-sim-32gb-4g-lte-blue.html
"Samsung                        
                            Qualcomm",Note 9,"18,299LE","Samsung Galaxy Note 9 Dual Sim, 128GB, 4G LTE - Blue",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/samsung-galaxy-note-9-dual-sim-128gb-4g-lte-blue.html
"Samsung                        
                            Qualcomm",Note 9,"18,299LE","Samsung Galaxy Note 9 Dual Sim, 128GB, 4G LTE - Black",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/samsung-galaxy-note-9-dual-sim-128gb-4g-lte-black.html
"Honor                        
                            HISILICON",7X BND-L21,"4,666LE","Honor 7X BND-L21 Dual Sim, 64GB, 4G LTE - Black",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/honor-7x-bnd-l21-dual-sim-64gb-4g-lte-black.html
"Honor                        
                            Qualcomm",7C LND-L29,"2,999LE","Honor 7C LND-L29 Dual Sim, 32GB, 4G LTE - Black",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/honor-7c-lnd-l29-dual-sim-32gb-4g-lte-black.html
"Xiaomi                         
                            Qualcomm",Mi A2 Lite,"3,888LE","Xiaomi Mi A2 Lite Dual Sim, 64GB, 4G LTE - Black",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/xiaomi-mi-a2-lite-dual-sim-64gb-4g-lte-black.html
"Xiaomi                         
                            Qualcomm",Mi A2 Lite,"3,333LE","Xiaomi Mi A2 Lite Dual Sim, 32GB, 4G LTE - Gold",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/xiaomi-mi-a2-lite-dual-sim-32gb-4g-lte-gold.html
Honor,Play,"5,444LE","Honor Play Dual Sim, 64GB, 4G LTE - Blue",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/honor-play-dual-sim-64gb-4g-lte-blue.html
"Sony                        
                            MEDIATEK",XA,"2,899LE","Sony Xperia XA Dual Sim, 16GB, 4G LTE- Black With Screen Protector And Power Bank",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/sony-xperia-xa-dual-sim-16gb-4g-lte-black-with-screen-protector-and-power-bank.html
One Click,X-Music I,829LE,"One Click X-Music I Dual Sim, 8 GB, 3G - Rose Gold",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/one-click-x-music-i-dual-sim-8-gb-3g-rose-gold.html
"Oppo                        
                            Qualcomm",,"2,499LE","OPPO A71K Dual Sim, 16GB, 4G LTE - Blue",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/oppo-a71k-dual-sim-16gb-4g-lte-blue.html
LAVA,Iris 41,999LE,"Lava Iris 41 Dual SIM, 8 GB, 3G - Gold",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/lava-iris-41-dual-sim-8-gb-3g-gold.html
LAVA,A1,"1,899LE","Lava A1 Dual Sim, 16 GB, 4G LTE - Gold",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/lava-a1-dual-sim-16-gb-4g-lte-gold.html
"Xiaomi                         
                            Qualcomm",Mi A1,"3,666LE","Xiaomi Mi A1 Dual Sim, 32 GB, 4G LTE - Black",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/xiaomi-mi-a1-dual-sim-32-gb-4g-lte-black.html
Infinix,Smart X5010,"1,555LE","Infinix Smart X5010 Dual Sim, 16GB, 3G- Gold",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/infinix-smart-x5010-dual-sim-16gb-3g-gold.html
Apple,MD813ZM/A,549LE,"Apple USB Power Adapter, 5 Watt, White - MD813ZM/A",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/apple-usb-power-adapter-5-watt-white-md813zm-a.html
"Oppo                        
                            MEDIATEK",F7 Youth,"4,890LE","OPPO F7 Youth Dual Sim, 64GB, 4G LTE - Black",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/oppo-f7-youth-dual-sim-64gb-4g-lte-black.html
Skullcandy,Chop Flex S4CHY-K456,549LE,"Skullcandy Chops Flex Earphones, Black - S4CHY-K456",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/skullcandy-chops-flex-earphones-black-s4chy-k456.html
Huawei,Nova 3i,"5,088LE","Huawei Nova 3i Dual Sim, 128GB, 4G LTE - Iris Purple",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/huawei-nova-3i-dual-sim-128gb-4g-lte-iris-purple.html
Skullcandy,JIB S2DUDZ-040,299LE,"Skullcandy JIB In-Ear Earphones, S2DUDZ-040 - Pink",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/skullcandy-jib-in-ear-earphones-s2dudz-040-pink.html
Skullcandy,JIB S2DUDZ-012,299LE,"Skullcandy JIB In-Ear Earphones, S2DUDZ-012 - Light Blue",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/skullcandy-jib-in-ear-earphones-s2dudz-012-light-blue.html
Skullcandy,JIB S2DUFZ-385,299LE,"Skullcandy JIB In-Ear Earphones, S2DUFZ-385 - Yellow",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/skullcandy-jib-in-ear-earphones-s2dufz-385-yellow.html
Huawei,Nova 3i,"5,088LE","Huawei Nova 3i Dual Sim, 128GB, 4G LTE - Black",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/huawei-nova-3i-dual-sim-128gb-4g-lte-black.html
Skullcandy,Ink'd 2 S2IKJY-531,549LE,"Skullcandy Ink'd 2 In-Ear Earphones, Navy Pink - S2IKJY-531",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/skullcandy-ink-d-2-in-ear-earphones-navy-pink-s2ikjy-531.html
Skullcandy,Ink'd 2 S2IKDY-133,549LE,"Skullcandy Ink'd 2 In-Ear Earphones, Pink - S2IKDY-133",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/skullcandy-ink-d-2-in-ear-earphones-pink-s2ikdy-133.html
Skullcandy,Ink'd 2 S2IKJY-528,549LE,"Skullcandy Ink'd 2 In-Ear Earphones, S2IKJY 528 - Grey",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/skullcandy-ink-d-2-in-ear-earphones-s2ikjy-528-grey.html
Skullcandy,Smokin’ Buds 2,809LE,"Skullcandy Smokin’ Buds 2 Earphones, Blue- S2PGY-K616",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/skullcandy-smokin-buds-2-earphones-blue-s2pgy-k616.html
Nokia,Nokia 130,449LE,"Nokia 130 Dual Sim, 8MB, 2G - Black",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/nokia-130-dual-sim-8mb-2g-black.html
LAVA,Lava P181,249LE,"Lava P181 Dual Sim, 24 MB, 2G - Black/Red",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/lava-p181-black-red.html
"iTel                        
                            MEDIATEK",itel s31,"1,650LE","ITel S31 Dual SIM, 16 GB, 3G - Black",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/itel-s31-black.html
"Nokia                        
                            Qualcomm",Nokia 6.1 TA-1043,"4,175LE","Nokia 6.1 TA-1043 Dual Sim, 32GB, 4G LTE – White",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/nokia-6-1-ta-1043-dual-sim-32gb-4g-lte-white.html
,TECNO T432 Gray,325LE,"Tecno T432 Dual Sim, 16 MB, 2G – Gray",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/tecno-t432-gray.html
"Sico                        
                            SPREADTRUM",Plus 2 3G,850LE,"Sico Plus 2 Dual Sim, 8GB, 3G - Gray",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/sico-plus-2-3g-gray.html
"Sico                        
                            SPREADTRUM",Plus 2 3G,850LE,"Sico Plus 2 Dual Sim, 8GB, 3G - Blue",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/sico-plus-2-3g-blue.html
"Sico                        
                            MEDIATEK",SICO Diamond 2 Gray,"1,750LE","Sico Diamond 2 Dual Sim, 16GB,  4G LTE - Gray",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/sico-diamond-2-dual-sim-16gb-4g-lte-gray.html
"Sico                        
                            MEDIATEK",SICO Diamond 2 Gold,"1,750LE","Sico Diamond 2 Dual Sim, 16GB,  4G LTE - Gold",Mobile Phones,Egypt,B-Tech (Egypt),online,https://btech.com/en/sico-diamond-2-dual-sim-16gb-4g-lte-gold.html
